"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Calr4",13.4276239569193,0.192278372393614,0.331564287916012,0.351695233854741,0.838745784259239,NA
"Ankrd50",1567.19472873385,0.0131741442243446,0.047898473030221,0.351562224230975,0.83880156674472,0.935571910251351
"Snord37",3.1705315071932,0.248021057565125,0.596947591926653,0.351453544628782,0.838847148293451,NA
"Vnn1",14.5472146787419,0.0166980490837309,0.34633289051692,0.351453104361781,0.83884733295183,NA
"C030013C21Rik",1.49669264641849,0.131613096907506,1.02196298735624,0.351438646961469,0.838853396749594,NA
"Bach2os",1.78647946753947,-0.642039959779148,1.09723445690393,0.351170264243237,0.838965971180092,NA
"Neat1",443.060659705909,-0.035754559875488,0.170677764463359,0.350825713737152,0.839110516705522,0.935571910251351
"Bpi",0.234765226906824,-0.738299002184635,3.54600779773991,0.350713206662498,0.839157720967986,NA
"Zfp110",428.259608943596,0.0248705871071719,0.077337835466245,0.350669676611233,0.839175985456055,0.935571910251351
"Dgkb",4732.05959530815,-0.0217673782880097,0.0473908360677429,0.350586856592372,0.839210736461041,0.935571910251351
"Tomm20",8654.22264386019,0.00147667220092699,0.0263145151030059,0.350564619986017,0.83922006711231,0.935571910251351
"Kcnrg",17.5375576926415,-0.0967693025941862,0.261410730444817,0.350485257569005,0.839253369039501,NA
"Ano2",27.7188430641024,-0.177103375404899,0.330810677697563,0.350357558177137,0.839306956822689,0.935571910251351
"Naa10",624.417687773157,-0.0160743584554663,0.0715330684451086,0.350180007195604,0.839381470017109,0.935571910251351
"Mir666",0.872357709716918,-0.614896706599378,1.26685817459207,0.350103515466941,0.839413573500842,NA
"Entpd3",211.890914434105,0.00013876748505153,0.128966104380903,0.350021082734202,0.839448171791226,0.935571910251351
"Parp10",41.2388526054655,-0.10435601415638,0.217107041536696,0.34990211947013,0.839498105023534,0.935571910251351
"Xlr4b",7.62300029793104,-0.208060006487829,0.781816992205343,0.349860159181986,0.839515717999486,NA
"Hs1bp3",381.956160349253,0.00662756119527714,0.0787427679497616,0.349812518284125,0.839535715878952,0.935571910251351
"Bambi-ps1",58.2466347987674,0.0301223140394123,0.234854978569517,0.349791703350832,0.839544453364381,0.935571910251351
"Gm2721",12.4898188052495,0.0974348937619326,0.351327643873385,0.34970407021757,0.83958124012579,NA
"Rasl12",67.4183759123914,0.105018305184573,0.192821414949176,0.34968987826349,0.839587197796131,0.935571910251351
"4930471G03Rik",0.161231562615792,-0.0650134790076706,3.67809044243854,0.349568768695326,0.839638040356976,NA
"H2afb1",0.161231562615792,-0.0650134790076706,3.67809044243854,0.349568768695326,0.839638040356976,NA
"Pithd1",1923.51740821063,0.0205360404791318,0.0536764916361579,0.349532060780803,0.839653451179109,0.935571910251351
"Slc16a1",1928.33833582994,0.0343779083038844,0.0978887891948557,0.349486807685707,0.839672449852782,0.935571910251351
"Sorbs3",733.165358088986,-0.0212884890933457,0.0576736292198838,0.349410667758718,0.839704416760781,0.935571910251351
"Frmd6",1823.32068290213,-0.00589846686810749,0.112386510703794,0.349387526890382,0.839714132561663,0.935571910251351
"Icos",7.52663920582539,-0.270722536139259,0.457736831009582,0.349293365450706,0.83975366783815,NA
"Mgat4b",1629.09611650614,-0.0189680054830934,0.0445388408288754,0.348966056038194,0.839891108724105,0.935635477012209
"Sgsm3",2207.23028023393,0.0198182892258175,0.0420738343754859,0.348931232818757,0.839905732707609,0.935635477012209
"Slfn3",6.49400826434118,0.27993556978022,0.570549093613189,0.348560416205601,0.840061472644488,NA
"Trim29",3.68937976905042,0.267685296615863,0.74854306161306,0.348528745393381,0.840074775464392,NA
"Eif4ebp3",139.740186670254,0.0548014489577564,0.100876969159526,0.348485718937638,0.840092848378868,0.93570401296298
"Krt16",0.244152078461158,-1.44938207451693,3.49907879627793,0.348481200495144,0.840094746336625,NA
"Slc25a36",1642.06852843117,-0.0184091946763884,0.0456966802278352,0.348464377987739,0.840101812616389,0.93570401296298
"Mylk4",5.29916803116419,-0.306803956253276,0.553547886163599,0.348459532529446,0.840103847958002,NA
"Xlr4c",1.04551165521598,-0.81558207832735,1.3893337080837,0.348333161450938,0.84015693204972,NA
"Il27",0.967546299305183,-0.387733680697001,1.46567150007423,0.347872742714387,0.840350366310635,NA
"Rsg1",31.2543740647092,-0.170413676633849,0.298729614246469,0.347862822349043,0.840354534612298,0.935909541663867
"Gm16497",0.244649710425687,-0.786340909553962,3.50421840347351,0.347792951473568,0.840383893278645,NA
"Rfxank",389.933101337809,-0.0278634286670216,0.0747034069777868,0.347497685121482,0.840507970980673,0.935909541663867
"Rad51ap1",57.7072993317847,0.121331521571363,0.206730498605799,0.347142788988236,0.840657130728767,0.935909541663867
"Agbl3",220.13255866883,0.0558173534773243,0.0950639108215657,0.347045564236453,0.840697998062523,0.935909541663867
"Alkbh1",244.281641407661,-0.0271075833828923,0.0894833234770263,0.347014105344272,0.840711221880364,0.935909541663867
"Lsm2",151.212250471281,0.0113298926939395,0.138213591955025,0.34691921979848,0.840751108498093,0.935909541663867
"Mir872",0.320885691080139,-0.78633626942005,2.38500305274683,0.346833548785945,0.84078712326882,NA
"Cxcl9",0.157436240870835,1.36194968227487,3.67626540750435,0.346825741333706,0.840790405477881,NA
"Gbp8",3.52108827779608,-0.107225939995853,0.778664198384792,0.346529058418142,0.840915138803652,NA
