"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Znhit3",599.141465002622,0.235033734340793,0.056302988799053,4.17444507572475,2.98713272077215e-05,0.000580430789019002
"Brpf3",1581.65637584301,-0.212329270821711,0.0508804639957038,-4.17310012816784,3.00482806389759e-05,0.000583031488323544
"Fgf13",4788.33508431717,-0.128296377136927,0.0307649774166882,-4.17020872140585,3.04320791683059e-05,0.000589632433627749
"Med13",4013.82213149708,-0.157204110395809,0.0377121698824046,-4.16852466686505,3.06577587310534e-05,0.000593155263345875
"Pik3r1",8822.30346649825,-0.170628267483208,0.0409754931717753,-4.16415409005352,3.12509016089478e-05,0.000603767419084872
"Arhgap26",6139.66273410527,-0.2499010887823,0.0600276969667253,-4.16309639400003,3.13960745018398e-05,0.000605527809216702
"Snx25",2179.71610949514,0.170755019293626,0.0410189715541124,4.16283033981887,3.14326922100389e-05,0.000605527809216702
"Tpi1",19306.8361355806,0.152661429790287,0.0366752989463458,4.16251357660706,3.14763420496407e-05,0.000605527809216702
"BC005561",609.706092626091,-0.336498925824503,0.0809337447289751,-4.15770859177894,3.21455712885763e-05,0.000617523730265208
"Srgap3",13414.4969262381,-0.177543327386521,0.0427062125508861,-4.15731849727884,3.22004921689479e-05,0.000617701356160073
"Abhd1",159.154828529345,-1.35132195326308,0.325074119608389,-4.15696566337238,3.22502439517928e-05,0.000617779460628959
"Ndufa4",6454.54379279804,0.219082098724481,0.0527087480650305,4.15646561087324,3.23208795854497e-05,0.000618256825337513
"Zdhhc23",386.719284170737,-0.321577929908463,0.077386529614292,-4.15547681891492,3.24609857107937e-05,0.000620059845696008
"Arxes2",1435.58398288942,0.202052413186021,0.0486295321520806,4.15493228588209,3.25383890791182e-05,0.00062066174034696
"Celf1",9863.68052008742,-0.121184100272119,0.0291695403940545,-4.15447410672329,3.260365336924e-05,0.0006210307157262
"Zyg11b",12739.3755138329,-0.125050475652414,0.0301060935663532,-4.15365996843148,3.27199283770399e-05,0.000622281725573959
"Ptprt",7685.16264538246,-0.201301591920388,0.0484670436014858,-4.15337055784886,3.27613567442072e-05,0.000622281725573959
"Dnajb6",5603.72781950699,0.12912019367746,0.0310907254548555,4.15301321498419,3.28125781904463e-05,0.000622314701345337
"Pgr",1246.83348588357,-0.226927803785259,0.0546456247130752,-4.15271679986782,3.28551239840706e-05,0.000622314701345337
"Flnb",1241.21098715714,-0.313411462478944,0.0754839534292652,-4.152027659397,3.29542420582194e-05,0.000623319118315188
"Spock2",26212.0051899672,-0.167588117962355,0.0403762363042285,-4.15066220386679,3.31514731686406e-05,0.000626173914989798
"Ylpm1",3843.52821173357,-0.22540046198465,0.0543111294514368,-4.15017077091346,3.32227314540019e-05,0.000626644658554982
"Arf2",1951.23190798564,0.169173173249177,0.040784971804524,4.14792914556855,3.35496189377649e-05,0.000631929034142525
"Prdx1",4134.45974477286,0.208097904001958,0.0502012848941769,4.14527047346743,3.39412835030983e-05,0.000638417132261336
"Map1a",50615.6148581713,-0.187631540176635,0.0452737925936118,-4.14437424893601,3.40742875079642e-05,0.000640028700357927
"Sprn",10324.7786552431,-0.136688333454577,0.0330151797404563,-4.14016626682426,3.47054181663221e-05,0.000650979299974119
"Tiam1",4013.30197119499,-0.207485282286588,0.0501303885577144,-4.13891230960066,3.48956287574694e-05,0.00065364055860944
"Pcdh11x",1584.26949328066,-0.265930373044689,0.0642742311109883,-4.13743374985665,3.51211808474862e-05,0.000656955532201111
"Cfap36",2961.52424676126,0.13881426541047,0.0335769797259024,4.13420940607664,3.56178606558998e-05,0.000665325894351366
"Zkscan2",490.796839106225,-0.322652299286759,0.0780858938407559,-4.13201774887484,3.59592646374653e-05,0.000670776682699421
"Dnm3",6006.39329568094,-0.204774981544115,0.0496527059524119,-4.12414545423518,3.72113695693178e-05,0.000693177082721011
"Otud6b",2838.65331254848,0.205216382787779,0.0497742049393647,4.12294647474079,3.74056641135543e-05,0.000695598680953305
"Fam49b",6432.38841382505,0.104560922201993,0.0253621873906874,4.12270915719146,3.74442354136355e-05,0.000695598680953305
"2700060E02Rik",1436.4090251831,0.170467444401501,0.0413623701826757,4.12131712106044,3.76712449108699e-05,0.000698435246870003
"Dnah5",320.383161393166,-0.468465361488499,0.1136737303735,-4.12114003780164,3.77002166677833e-05,0.000698435246870003
"Cpeb3",2629.90748097324,-0.218385849200943,0.0530263624328494,-4.11843919102501,3.81447193865339e-05,0.000705703399430211
"Slc35b4",1944.87283432948,-0.152440101711839,0.0370171253030352,-4.11809670426621,3.8201439651661e-05,0.000705787253892163
"Timm8b",2010.52185263091,0.210168985720788,0.0510588510208466,4.11621063770077,3.85152340133844e-05,0.000710613949245581
"Jakmip3",1223.86829156033,-0.198895960152856,0.0483440419134218,-4.11417730666903,3.88562695165112e-05,0.000715929412726563
"Gtpbp1",1911.95806102763,-0.166662223266029,0.0405137457159488,-4.11372042552016,3.89332921806003e-05,0.000716372576123045
"Htr1a",807.046624619336,-0.338344072066069,0.0823183707535307,-4.11018912265774,3.95335194252551e-05,0.000726428419439062
"Tpm4",883.084555440597,0.30684617701571,0.074699257106824,4.10775406476805,3.99525189898864e-05,0.000732894855720754
"Phospho2",1008.36309505645,0.22627069683971,0.0550869995448169,4.1075153613263,3.99938186573437e-05,0.000732894855720754
"Rps7",3753.98296055294,0.211002163546276,0.051442899948951,4.10167707799642,4.10166434188259e-05,0.000750621225434643
"Adnp2",999.704813011097,-0.178572995895111,0.0435413579656969,-4.10122706865954,4.10965036372013e-05,0.000751066371877717
"Aldh1a2",320.244054429678,0.4300897268998,0.104887002834223,4.10050545137196,4.12248724093366e-05,0.000752395647049755
"Ssna1",937.276529348166,0.228495160710396,0.0557456830559223,4.09888529809881,4.15144694984931e-05,0.000756659953500837
"Tbc1d30",5099.38730021203,-0.162808226706448,0.0397254356598669,-4.09833709818635,4.16128947381329e-05,0.000757433093456945
"Zbtb16",1736.63759466805,-0.346577379088279,0.0846043428378203,-4.09644904106921,4.19535785764705e-05,0.000762143258539142
"Utp20",939.685685034346,-0.210065912018971,0.0512821290849434,-4.09627906967393,4.19843779659613e-05,0.000762143258539142
"Fryl",2089.38877273646,-0.203103794422155,0.0496105916547104,-4.0939603348365,4.24066888599838e-05,0.000768777560512628
"Zfp109",197.544179181494,-0.617818699711338,0.150947888795846,-4.09292706668409,4.25961731242895e-05,0.000771178909414847
"Mrpl12",1715.68369695854,0.193251370833022,0.0472195668638627,4.09261210273655,4.26540918492894e-05,0.000771195104505066
"Atp5j2",2752.03458075434,0.24812787796842,0.0606525717692504,4.09097043588539,4.29571895431961e-05,0.000775638226144438
"Ppargc1b",357.123877169688,-0.401572006012436,0.0982070753977449,-4.08903334496057,4.33174586448859e-05,0.000781100414284582
"Zfp236",1740.04326596052,-0.297850859333043,0.0728632806722186,-4.08780467452391,4.35474560054732e-05,0.00078420212385888
"Atp9b",2369.68607079183,-0.146248300777875,0.0357851542839239,-4.08684281804468,4.37283157932438e-05,0.000786411892005093
"D830031N03Rik",167.296366038448,-0.34671032128373,0.0848775119840175,-4.08483134318329,4.4108843024327e-05,0.000791256681444809
"Ppip5k1",4602.97684381942,-0.126825779718362,0.0310482197104619,-4.08480038150552,4.41147247714719e-05,0.000791256681444809
"Skp1a",11598.5162795764,0.143433761047991,0.0351278403401357,4.08319326378029,4.44210502557681e-05,0.000795695739945706
"Sec16a",2362.99422033306,-0.181706250294569,0.0445179138485738,-4.08164342364821,4.47183684099676e-05,0.000799961923778308
"Sphkap",10029.2328948005,-0.204952613748779,0.0502348727198406,-4.07988719095194,4.50575614794211e-05,0.000804964942467227
"Synrg",2687.91534230371,-0.166754918922511,0.0408861237294901,-4.07852111454221,4.53230867077091e-05,0.000808640401893216
"Ccdc88c",929.26934486287,-0.3211836353724,0.0788508154001428,-4.07330772348384,4.63501185659083e-05,0.000825874839901638
"Zfp142",1217.7942872921,-0.187303073441522,0.0460012704376548,-4.07169349149547,4.66725690520221e-05,0.00083052608402572
"Morf4l2",9921.74642355346,0.146749027380939,0.0360636416164935,4.06916830367525,4.718125709164e-05,0.000838474797512929
"Nifk",854.193798111578,0.20151246043961,0.0495288340295676,4.06858882079299,4.72987307225276e-05,0.000839459362587222
"Slc6a7",2873.71298304505,-0.196511485726375,0.0483613116256844,-4.06340273083099,4.83624808727188e-05,0.000857213881156815
"Snhg14",578.527602710302,-0.367017067037069,0.0903493732615055,-4.06219826201541,4.86127620158633e-05,0.000860522242804366
"Epha5",3657.79135249943,-0.161538229820233,0.0397838808870657,-4.06039396404769,4.89899824893212e-05,0.000866066043379843
"Hnrnpc",7027.64806654482,0.147902398576442,0.036460445042006,4.05651654569889,4.9810035452253e-05,0.000879413732971631
"Btbd8",60.2633378726629,-0.70934172229763,0.17496609095514,-4.05416682984305,5.03133015566246e-05,0.000887140926012765
"Dcx",1891.68543080685,-0.258632925585239,0.0638138170007109,-4.05292987853019,5.05801665246707e-05,0.000889873166684045
"Xpot",3783.9712540375,-0.118485186502799,0.0292351091922193,-4.05283885631364,5.05998569343412e-05,0.000889873166684045
"Fbxl18",750.005925250843,-0.236710576435123,0.0584161482571497,-4.05214283203192,5.07506649734454e-05,0.000889975114240799
"Flii",1737.51507725518,-0.143513763976702,0.0354185820776568,-4.05193419832679,5.07959526972173e-05,0.000889975114240799
"Wdr59",1124.03978849919,-0.188561069605809,0.0465364407673683,-4.05190140235282,5.08030751400397e-05,0.000889975114240799
"Ncald",22713.2347042529,-0.136601077663313,0.0337305990561588,-4.04976731767742,5.12685836857012e-05,0.000896046903571849
"Tagln3",7918.08614490869,0.124597294413486,0.0307692811930388,4.04940543237891,5.13479216226946e-05,0.000896046903571849
"Wars2",435.441059170123,-0.284409790045872,0.0702349917466884,-4.04940305356101,5.1348443527668e-05,0.000896046903571849
"Elfn2",3296.38163188559,-0.22254410740824,0.0549820522539758,-4.04757731450716,5.17504908600016e-05,0.000901899018544667
"Map2k6",432.612412835479,-0.308971512701105,0.0763640918236759,-4.04603139148853,5.20932504013893e-05,0.000906704142121479
"Snx2",2076.19113465633,0.176489064700819,0.0436592537321776,4.04242055495199,5.29022392713968e-05,0.00091960139319585
"Elk4",467.371349448451,-0.277155349108288,0.0685993980576634,-4.04020089032438,5.34054365464836e-05,0.000927156770031636
"Sat1",1594.04044253561,0.264977506892428,0.0656371271646968,4.03700646781122,5.41375768749237e-05,0.000938662294431369
"Nsmce4a",657.632064215658,0.248377131955536,0.0615367859022311,4.03623829736826,5.43150494006024e-05,0.000940533582706461
"Adamts3",945.306080119038,-0.223279866531296,0.055333986170985,-4.03513070324175,5.45719105086278e-05,0.000943773040560974
"Prkab2",1594.88824941333,-0.176796117551387,0.0438338782052113,-4.03332136672243,5.49939891507398e-05,0.000949857866251092
"Cct6a",5947.93043870074,0.122646143842072,0.030412788154363,4.03271621199509,5.51358473631504e-05,0.000951093367014344
"Iqsec2",8305.17315774871,-0.159080490236622,0.0394625184877432,-4.0311793654536,5.54976691676774e-05,0.000956115258374101
"Ube2w",2598.59046829058,0.189708754639601,0.0470867305651825,4.02892178672261,5.60332551813339e-05,0.000964114176936845
"Urm1",1455.74079023982,0.195891086082596,0.0486380470167025,4.02752779147004,5.63664065239777e-05,0.000968614081105813
"Fam173a",1072.63848930018,0.175079191933763,0.043508098729135,4.02405981984503,5.72033770197663e-05,0.000981749328445837
"L1cam",6680.04318569706,-0.215309608123391,0.053531832564043,-4.02208551081834,5.76851067896957e-05,0.000988762210676609
"Atp5b",33343.8414646762,0.0777660471286044,0.0193366118839076,4.02169974737525,5.77796803738983e-05,0.000989129616932406
"Nlgn3",3769.06153143899,-0.159086446218489,0.0395663805335357,-4.02074802075086,5.80136336850115e-05,0.000991879117517188
"Fnta",1466.9744655949,0.179536183131615,0.0446740471268411,4.01880274294078,5.84946154385527e-05,0.000996843233212598
"Neto2",4779.50379100016,0.210827966054097,0.0524618775990248,4.01868891665471,5.85228763150452e-05,0.000996843233212598
"Rpl31",3062.52564484765,0.213170239624963,0.0530462092789227,4.01857630399359,5.85508485961342e-05,0.000996843233212598
"Arnt2",12953.1704464637,-0.125811040942909,0.0313093967434768,-4.01831571440675,5.8615625978847e-05,0.000996843233212598
"Timm23",1476.34906528784,0.175023425516261,0.043558893435817,4.01808704746263,5.86725239305847e-05,0.000996843233212598
"Kcnip2",3946.75906798044,0.212809108159672,0.0529709722629775,4.01746653059658,5.88271874309687e-05,0.000998216916959123
"Uggt1",3225.8976633654,-0.145674867344059,0.036269621870802,-4.01644295777264,5.9083156453933e-05,0.0010013040199035
"H3f3a",4659.7616825547,0.162651007154695,0.0405286898908181,4.0132313083119,5.98931706362413e-05,0.00101376125116962
"Apba1",9240.33891922289,-0.146688128488273,0.0365580910027603,-4.01246685657622,6.00875174584604e-05,0.00101577948263527
"Ptges3",3105.5252837011,0.130790118640725,0.0326144275183063,4.01019207120262,6.06693752839472e-05,0.00102433536996267
"Atp5h",4483.85712574329,0.164416900048294,0.041007605065601,4.00942458807999,6.08668872885599e-05,0.00102638875771881
"Gm3414",160.145612960229,-0.472573881103945,0.117939608230631,-4.00691411641649,6.15172193086543e-05,0.00103606335483218
"Arpc5",3654.43265540525,0.13681063616367,0.0341495343730603,4.00622259352376,6.16975090969288e-05,0.00103780735451103
"Ptgds",20670.3946886394,0.266445755115649,0.0665149061304162,4.00580517385422,6.18065782960303e-05,0.00103835051537331
"Rgs2",1852.73255917127,0.164295909630918,0.0410320462546714,4.00408764922888,6.22572806971056e-05,0.00104462464534449
"Srr",5340.76415055399,-0.115869652658073,0.0289498611880915,-4.00242515517608,6.2696504436921e-05,0.00105017326058549
"Sirt3",1935.19284889991,0.159915607958514,0.0399564385701996,4.00224879095662,6.2743270818772e-05,0.00105017326058549
"Rapgefl1",6343.82941731125,-0.149641334071763,0.0373951377945698,-4.00162542236956,6.29088338280345e-05,0.00105046809946454
"Cdkn2aipnl",1169.45379417627,0.185699030429573,0.0464062230476772,4.00159759260709,6.2916234883635e-05,0.00105046809946454
"Bgn",465.506477729254,0.313884378037257,0.0785002209332966,3.9985158551843,6.37409118718558e-05,0.00106292489784831
"Cyp4x1",319.622342568681,-0.346678482785695,0.086769089917847,-3.9954145319944,6.45811528113624e-05,0.00107498242576901
"Cdh7",560.433177604106,-0.33688514371024,0.0843211796441807,-3.99526127518414,6.46229452935673e-05,0.00107498242576901
"Nphp4",504.984557307359,-0.289510951043131,0.0724813511523721,-3.99428192825096,6.48906140958762e-05,0.00107810892510151
"Cdc42",12077.6290369483,0.126535683379429,0.0316968084095233,3.99206386159091,6.55007265719974e-05,0.00108691021614686
"Eif4a1",8593.8279650059,0.196168769898772,0.0491454941219845,3.99159217754245,6.5631168478724e-05,0.00108774010111062
"Rprd2",2041.99810711031,-0.170130463651308,0.0426265521866919,-3.99118518678653,6.57439173193679e-05,0.00108827507689979
"Anxa2",382.479604831703,0.395741179911106,0.0991941047059083,3.98956350364171,6.61949959723894e-05,0.00109432105062166
"Celsr3",3305.85739491056,-0.280170435948762,0.070230628553497,-3.98929130664618,6.62709953016222e-05,0.00109432105062166
"Rpl4",12404.6466485285,0.13604773915579,0.0341170029039644,3.98768143669448,6.67221735303484e-05,0.00110042765222492
"St8sia1",2056.78979645183,-0.194984880881538,0.0489138867958104,-3.9862888364504,6.71148035914407e-05,0.00110555493760127
"Crim1",1828.92442126109,-0.257590758337966,0.064627275493959,-3.98579015391179,6.72559331537593e-05,0.00110653192210637
"Foxk1",2424.67687274177,-0.214070000867173,0.053726449749323,-3.98444345133507,6.76384609931721e-05,0.00111147332499594
"Kndc1",3957.00999422459,-0.210378539400606,0.0528507809696298,-3.98061363599334,6.87375952119831e-05,0.00112693543797215
"Cnih1",2181.37529152017,0.143666114486597,0.0360941957066865,3.98031073068023,6.88252446014083e-05,0.00112693543797215
"Rnf31",574.696874299818,-0.28099970079289,0.0705976820841837,-3.98029641338385,6.88293901038893e-05,0.00112693543797215
"Paqr9",1045.27604834847,-0.246518898397878,0.0619474411334086,-3.97948476785313,6.90647847576687e-05,0.00112942218750026
"Rab1",8256.40439836631,0.0787053222020936,0.0197807731366751,3.97887997897149,6.92406815495261e-05,0.00113093113197559
"Mydgf",990.292628726237,0.203003496394591,0.0510390998935984,3.97741137319809,6.96695767172697e-05,0.00113656375817172
"Dyrk2",1069.6737680569,-0.238316764586496,0.0599261424520836,-3.97684140568621,6.98367074489517e-05,0.00113791762836099
"Rps15a",2545.811126814,0.260631335876556,0.0655458006392966,3.9763239343254,6.99887732620558e-05,0.00113799860502423
"Paip1",2073.1450332404,0.145583747965271,0.0366133112616828,3.97625188622669,7.00099703771194e-05,0.00113799860502423
"Rpl21",4910.55876915268,0.197631407132794,0.0497278022291792,3.97426385791144,7.05972654772663e-05,0.00114616736892503
"Mtch2",3132.33758004629,0.141273287418586,0.0355602316290858,3.97278872905411,7.10360508049873e-05,0.00115020345931571
"A230046K03Rik",1672.17493925997,-0.155354905623351,0.0391063467115215,-3.97262640689422,7.108449169219e-05,0.00115020345931571
"Farp1",2947.73227136457,-0.188287911497138,0.0473969900433394,-3.9725710709682,7.11010124214682e-05,0.00115020345931571
"Trank1",12873.2013575239,-0.201886679091365,0.0508434057928749,-3.97075443595986,7.16453962779134e-05,0.00115647668112223
"Slc16a14",254.646328749866,-0.395343549373093,0.09956504026577,-3.97070646803133,7.1659823926385e-05,0.00115647668112223
"Fam131a",15366.9652361013,0.120910813086184,0.0304905150578373,3.96552215850826,7.32354481133639e-05,0.00118049606708598
"Otof",682.693143460715,-0.400719624343196,0.101102139859865,-3.96351278913208,7.3854905065631e-05,0.00118906397155666
"Ddx39",396.012723368582,0.302149888127219,0.0762582519819872,3.96219268438764,7.42645662554173e-05,0.00119423780503955
"E2f5",352.280955421733,0.266700660611238,0.0673911143957389,3.95750482838285,7.57367570356065e-05,0.00121638061746409
"Dnaja2",6147.2724015147,0.114022812328029,0.0288137372669535,3.95723787135388,7.58214182580769e-05,0.00121638061746409
"Fnip2",632.288116587864,-0.254799960328498,0.0644033947725655,-3.9563125706075,7.61155560067125e-05,0.00121911375934271
"Mfn2",6589.37702206047,-0.151456954149077,0.0382840696492089,-3.95613516370787,7.61720738423978e-05,0.00121911375934271
"Plekha5",1956.78464618133,-0.161015340162745,0.0407030811178091,-3.95585139357656,7.62625591127395e-05,0.0012191192073767
"Epha7",2428.30574482511,-0.157283191139221,0.0397735656286448,-3.95446545094127,7.67059544653817e-05,0.00122475953741419
"Tmed7",3929.42822215603,0.128238963527028,0.032431499975088,3.95414839355362,7.68077305509883e-05,0.00122493838204194
"Rspo1",218.729484049468,0.504208796501227,0.12755656906321,3.95282501092806,7.72339194932548e-05,0.00123028448436605
"Ppm1e",11019.0641701331,-0.155289839299047,0.0392954313906607,-3.9518548035575,7.75477895164438e-05,0.0012338309475534
"Hint3",334.999391639119,-0.317114504912499,0.0802522481484216,-3.95147191797064,7.76719877035632e-05,0.00123435483161338
"Rwdd1",1062.58153246059,0.174393612078184,0.0441468573242829,3.95030637848504,7.80512172021847e-05,0.00123892565896989
"Atp2b1",29103.4359929791,-0.135729090676998,0.0343633520362753,-3.9498210341563,7.82096484961653e-05,0.00123998509526628
"Rpl10",5806.1432356081,0.180670758641151,0.0457458038022608,3.9494498647813,7.83310146951551e-05,0.00124045508517246
"Grm8",663.154783752581,-0.246731785705583,0.0625073895322229,-3.94724187895242,7.90566774031201e-05,0.00125048246222198
"Cfap69",363.03283941035,0.362706277536593,0.091900490447746,3.94672842081105,7.92263357532102e-05,0.00125170206159628
"Sobp",3337.40026448839,-0.205025003988618,0.0519559875962749,-3.94612851134251,7.94249956068441e-05,0.00125337647676425
"Grpel1",1274.9479727735,0.182943526710742,0.0463648795521906,3.94573497176481,7.95555718124453e-05,0.00125397383821854
"Mgst3",2532.19894741952,0.184711242043861,0.0468182969134586,3.94527896615486,7.97071280170216e-05,0.0012549001156021
"Dgkg",2321.54297101529,-0.192600145405593,0.0488382758957244,-3.94363113507154,8.02570728434343e-05,0.00126208913155187
"Aak1",19599.2250697092,-0.127047999178666,0.0322328359861114,-3.94157061554898,8.09497950716003e-05,0.00127150409819782
"Rundc3a",11173.790195322,0.104398424198939,0.0265009076152596,3.93942825334876,8.16760224355108e-05,0.00128039670979196
"Atp13a3",2903.11231142915,-0.144732367156883,0.0367402364571409,-3.93934228827623,8.17052913746273e-05,0.00128039670979196
"Ago1",3072.1118648462,-0.147979203063796,0.0375697841021591,-3.93878236461019,8.18961739735922e-05,0.00128190261205887
"Eef2k",1220.05754693749,-0.24202970877389,0.0614942085993647,-3.9358130511235,8.29155017941973e-05,0.00129635751013263
"Zfp277",725.403034795196,0.204320344970168,0.0519169319290117,3.93552425727976,8.30152783445154e-05,0.00129641873479356
"Grip1",918.975299631826,-0.171976067306298,0.0437359639720405,-3.93214306231456,8.41919341798066e-05,0.00131327764457636
"Nol6",4088.90502209167,-0.149382145956699,0.0379996802126608,-3.93114218647892,8.45432509859944e-05,0.00131723839439469
"Lamtor5",1064.63617965175,0.213672112460578,0.054361447640462,3.9305817216968,8.47405839889489e-05,0.00131879362240109
"Tti1",714.020206998699,-0.197029022828269,0.0501384462604538,-3.92969941279719,8.50521166478647e-05,0.00132212048913301
"Ube2e2",1989.67544024034,0.130743046929574,0.0332787785913721,3.92872131922144,8.53987344707032e-05,0.00132598448333156
"Clec2l",2097.26340178524,0.17664237082688,0.0450188901717378,3.92373890500245,8.71852229444956e-05,0.00135217082007036
"Tet2",1355.56077273178,-0.224328403329905,0.0571787189886891,-3.92328487412041,8.73497634039412e-05,0.00135282265226342
"Zfp398",503.42589001635,-0.300638363246543,0.0766334208279892,-3.92307116135861,8.74273142619217e-05,0.00135282265226342
"Bend4",423.295300040783,-0.243799733894446,0.062155395329749,-3.92242270523791,8.7663020615498e-05,0.00135445319929177
"Aldh7a1",2409.2274475154,0.308241529898479,0.078588325803691,3.92223051892527,8.77329933880208e-05,0.00135445319929177
"Arel1",5981.61060866355,-0.102919625213913,0.0262553490111231,-3.91994885195818,8.85677635773301e-05,0.00136578156741142
"Spcs3",3784.28138894582,0.166731640999941,0.0425371737970791,3.91966898871381,8.86706693826273e-05,0.00136581108511464
"Btf3",2645.51833633095,0.18118986426108,0.0462688527650487,3.91602240887955,9.00218842826182e-05,0.00138416138343574
"Gng11",174.946974693131,0.431454793686775,0.110180171594631,3.91590235740564,9.00666975320504e-05,0.00138416138343574
"Eif4g1",12154.8229264226,-0.110106562954535,0.0281251603611345,-3.91487769458868,9.04500458045999e-05,0.0013884749369596
"Scg5",8037.95597192513,0.194016339117607,0.0495903805708254,3.91237850737021,9.13915191539907e-05,0.00140133662702786
"Rsrc2",2786.3172531169,0.173904698418363,0.044464412061699,3.91109856972926,9.18772634489154e-05,0.00140718925354828
"Chmp1b",1157.911468957,0.175709689457051,0.0449640067425711,3.90778540851638,9.31459788699014e-05,0.00142500703420424
"Ubr3",10466.5259492811,-0.152017603799078,0.0389412081686892,-3.90377214647666,9.47049466928732e-05,0.00144721999895414
"Igf2",3922.79439124702,0.366227627069748,0.0938211184940015,3.90346686277422,9.48245383256926e-05,0.00144741202744545
"Plcb1",12687.1849683912,-0.162359658960949,0.041601648699131,-3.9027217439183,9.51170297738064e-05,0.00145023980908789
"Chmp3",3431.25569932955,0.140164158941094,0.0359206290965114,3.9020518979359,9.53807003617832e-05,0.00145262228794229
"Nudc",3107.89692853725,0.12727793423757,0.0326449460298176,3.89885571020136,9.66483427704384e-05,0.00147027242702746
"Scarb2",2674.89853502206,-0.17116489228771,0.0439138319771999,-3.89774439125646,9.70928186732995e-05,0.0014753744716154
"Nedd4",20039.7196474548,-0.1074174854753,0.027568944606861,-3.8963220031487,9.76645240347293e-05,0.00148239620992781
"Adamts16",149.269678326418,-0.514119620560208,0.131981426620599,-3.89539372110383,9.80393439964856e-05,0.00148641713924716
"Dgkq",1494.64551964029,-0.1868705010283,0.0479813412355439,-3.89464938278693,9.83408721732044e-05,0.00148931909884705
"Ift140",1101.14411521669,-0.213893842777176,0.0549368354127805,-3.89345038115201,9.88284242220992e-05,0.00149502864561484
"Tet1",1220.53752499981,-0.212006699040609,0.0544882965528264,-3.89086670813921,9.98867951106161e-05,0.00150807023085452
"Cntnap3",387.297484062103,-0.378929244824046,0.0974006251400552,-3.89041902225137,0.000100071268447117,0.00150807023085452
"Rpl11",3776.73294071973,0.203569610584778,0.052327558848519,3.8902944273415,0.000100122666174966,0.00150807023085452
"Psma1",2289.31639788148,0.148490740356018,0.0381698686012362,3.89026071604577,0.000100136576996995,0.00150807023085452
"Sez6l",9899.18127336881,-0.167686257195717,0.0431123268418143,-3.88951999299372,0.000100442694054852,0.00151095961216596
"Wbp5",1934.49168226712,0.173482958938542,0.0446056894800124,3.88925630252344,0.000100551881909891,0.00151095961216596
"Sphk1",118.61795280097,0.449485281342771,0.115617424711783,3.88769497732087,0.000101200688193607,0.00151902120658195
"Npc1l1",125.770383047527,0.463563380577045,0.11926567053056,3.88681318366684,0.00010156886022908,0.00152285727908877
"Pfkp",9106.41389365537,-0.108654361336766,0.0279576181858296,-3.88639549387072,0.000101743697634175,0.0015237893320095
"Trpc5",521.332092012404,-0.345984363030131,0.0890423257197306,-3.88561687078064,0.000102070373795752,0.00152699085753734
"Ndufa7",1531.73751353834,0.240264188375794,0.0618587578288695,3.88407715913854,0.000102719286101859,0.00153500069087464
"Cbln2",1553.01971239062,0.275355948813605,0.0709030824993978,3.88355398816327,0.000102940661679424,0.0015366109365922
"Cdkl4",797.200128077992,-0.23551252336833,0.0606578681256556,-3.88263766343477,0.000103329482503748,0.0015407143565388
"Kcnj3",5912.00479210042,-0.203633956437221,0.0524592877473896,-3.88175221550456,0.000103706517972572,0.00154463320381175
"Vapa",5180.76986265166,0.101959148190821,0.0262696999269837,3.88124525495973,0.000103922972619153,0.0015461543253041
"Gnai1",7330.20184748027,0.111125418165713,0.0286438350452872,3.87955795688737,0.000104646465739397,0.00155520747545011
"Sesn3",1384.46302252132,-0.238752749091941,0.0615491233753668,-3.87906010676823,0.000104860844391825,0.00155668283156426
"Pcdhga7",329.929686146374,-0.404211133511453,0.104270758391291,-3.87655311755376,0.000105946688928154,0.00157107787397407
"Lppr4",12693.5602239112,-0.143304434231826,0.0369821921484219,-3.87495780825262,0.000106643175229179,0.00157775068666517
"Sf3b6",1055.56360762186,0.202976152576788,0.0523825302221264,3.87488255561681,0.00010667613578775,0.00157775068666517
"Tmem215",489.116079359676,0.415691426064273,0.107282914305768,3.87472160645735,0.000106746663583158,0.00157775068666517
"Psmc6",2886.70412867098,0.156117012627348,0.0402969854994368,3.8741610741461,0.000106992632001776,0.0015788732004915
"Srrm4",1666.0905812625,-0.236838760985059,0.0611351946971551,-3.87401663081773,0.000107056102103719,0.0015788732004915
"Psma3",2651.68242012963,0.162972039434463,0.0420863722568803,3.87232328887221,0.000107802830979189,0.00158789555563532
"Zfp518b",755.047654467707,-0.190242046143739,0.049131520472229,-3.87209767406385,0.000107902692667026,0.00158789555563532
"Cep83os",955.72055359837,-0.237846812133072,0.0614583958669252,-3.87004588678295,0.000108814870124325,0.00159957859082758
"Ddx41",1288.47373066923,0.155651189057429,0.0402262403692495,3.86939439601257,0.000109106026476871,0.00160211715751705
"Pcdhb21",134.406220393178,-0.442066084013582,0.114300461410519,-3.86757917298223,0.000109921145761165,0.00161233576493925
"Drp2",4152.32993593393,-0.156772151318329,0.0405584226997281,-3.86534142313625,0.000110933906540388,0.00162542811706632
"Pfn2",16739.8359942934,0.0840804730577504,0.021757160773226,3.86449656433199,0.000111318556776846,0.00162929887646111
"Eif5a",8313.75152905912,0.120328980103683,0.0311537586898417,3.8624225507312,0.000112268163090989,0.00164142122988383
